employee_id,missing_skill,recommended_course,recommended_certification,recommended_project,recommendation_type,priority
134,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
135,Seo,Technical SEO & Modern Web Visibility Masterclass,Google Analytics & Advanced SEO Certification,Conduct Technical Site Audit and Core Web Vitals Optimization,Digital Marketing,Low
136,Google Search Console,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
136,Technical Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
137,Financial Analysis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
137,Forensic Accounting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
138,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
139,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
139,Rest Apis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
140,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
140,Crm (Salesforce),Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
141,Api Testing,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
141,Selenium,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
142,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
142,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
143,Active Directory,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
143,Hardware Support,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
144,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
144,Crm (Salesforce),Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
145,Bash Scripting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
145,Customer Support,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
145,Sql,Advanced SQL Analytics and Query Optimization,Oracle / PostgreSQL Certified Professional,Optimize High-Throughput Relational Database Queries,Data Engineering,Low
146,Hris,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
147,Client Retention,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
148,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
149,Linux,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
150,Brand Storytelling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
150,Copywriting,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
151,Hr Operations,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
151,Recruitment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
152,Contract Negotiation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
152,Upselling,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
153,Python,Advanced Python for Enterprise Systems,PCEP / PCAP Certified Associate Python Programmer,Build an Automated Asynchronous ETL Data Pipeline,Technical Courseware,Low
153,Test Automation,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
154,Technical Seo,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
156,Git,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
156,Rest Apis,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
156,System Design,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
157,Recruitment,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
158,Content Strategy,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
158,Team Leadership,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
159,Customer Support,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
160,B2B Sales,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
161,Active Directory,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
161,Customer Service,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
161,Ticketing Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
162,Erp Systems,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
162,Quickbooks,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
163,Onboarding,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
164,Performance Management,Professional Competency Masterclass,Enterprise Skill Certification,Cross-Functional Capability Capstone Project,Professional Development,Low
164,Talent Acquisition,Strategic Talent Acquisition & Competency-Based Sourcing,SHRM-CP / AIRS Certified Diversity Recruiter,Design High-Retention Executive Hiring Funnel,HR Leadership,Low
